Region,date,crop,price_tzs_per_kg,source_pdf,source_url
Ruvuma,2026-01-14,Beans,2100,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Ruvuma,2026-01-14,Rice,2600,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Shinyanga,2026-01-14,Beans,2100,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Shinyanga,2026-01-14,Rice,2500,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Tabora,2026-01-14,Beans,2200,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Tabora,2026-01-14,Rice,2600,"sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769629873-Mwenendo wa Bei za Mazao tarehe 12 -16 Januari, 2026.pdf"
Arusha,2026-01-21,Beans,2100,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Arusha,2026-01-21,Rice,3100,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Dar es Salaam,2026-01-21,Beans,2800,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Dar es Salaam,2026-01-21,Rice,2800,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Dodoma,2026-01-21,Beans,2200,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Dodoma,2026-01-21,Rice,2500,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Iringa,2026-01-21,Beans,2400,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Iringa,2026-01-21,Rice,2700,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Lindi,2026-01-21,Beans,3200,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Lindi,2026-01-21,Rice,2800,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Morogoro,2026-01-21,Beans,2600,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Morogoro,2026-01-21,Rice,2900,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Mtwara,2026-01-21,Beans,2000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Mtwara,2026-01-21,Rice,2800,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Mwanza,2026-01-21,Beans,2000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Mwanza,2026-01-21,Rice,3000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Rukwa,2026-01-21,Beans,2100,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Rukwa,2026-01-21,Rice,2500,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Shinyanga,2026-01-21,Beans,2000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Shinyanga,2026-01-21,Rice,2500,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Tabora,2026-01-21,Beans,2300,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Tabora,2026-01-21,Rice,2600,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Tanga,2026-01-21,Beans,3000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Tanga,2026-01-21,Rice,3000,"sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769630049-Mwenendo wa Bei za Mazao tarehe 19 - 23 Januari, 2026.pdf"
Arusha,2026-01-28,Beans,2100,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Arusha,2026-01-28,Rice,3100,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Dar es Salaam,2026-01-28,Beans,2800,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Dar es Salaam,2026-01-28,Rice,2900,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Dodoma,2026-01-28,Beans,2200,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Dodoma,2026-01-28,Rice,3200,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Iringa,2026-01-28,Beans,2400,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Iringa,2026-01-28,Rice,2800,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Lindi,2026-01-28,Beans,3200,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Lindi,2026-01-28,Rice,3000,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Morogoro,2026-01-28,Beans,2600,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Morogoro,2026-01-28,Rice,2700,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Mtwara,2026-01-28,Beans,2200,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Mtwara,2026-01-28,Rice,2800,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Mwanza,2026-01-28,Beans,2100,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Mwanza,2026-01-28,Rice,2600,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Rukwa,2026-01-28,Beans,2000,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Rukwa,2026-01-28,Rice,2600,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Ruvuma,2026-01-28,Beans,2000,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Ruvuma,2026-01-28,Rice,2800,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Shinyanga,2026-01-28,Beans,2100,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Shinyanga,2026-01-28,Rice,2500,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Tabora,2026-01-28,Beans,2300,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Tabora,2026-01-28,Rice,2600,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Tanga,2026-01-28,Beans,3000,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Tanga,2026-01-28,Rice,3000,"sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1769775359-Mwenendo wa Bei za Mazao tarehe 26 - 30 Januari, 2026.pdf"
Arusha,2026-02-04,Beans,2100,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Arusha,2026-02-04,Rice,2900,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Dar es Salaam,2026-02-04,Beans,2900,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Dar es Salaam,2026-02-04,Rice,2900,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Dodoma,2026-02-04,Beans,2100,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Dodoma,2026-02-04,Rice,3100,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Iringa,2026-02-04,Beans,2400,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Iringa,2026-02-04,Rice,2800,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Lindi,2026-02-04,Beans,3200,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Lindi,2026-02-04,Rice,3000,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Morogoro,2026-02-04,Beans,2500,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Morogoro,2026-02-04,Rice,2900,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Mtwara,2026-02-04,Beans,2500,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Mtwara,2026-02-04,Rice,2800,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Rukwa,2026-02-04,Beans,2100,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Rukwa,2026-02-04,Rice,2600,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Ruvuma,2026-02-04,Beans,1800,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Ruvuma,2026-02-04,Rice,3200,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Tabora,2026-02-04,Beans,2300,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Tabora,2026-02-04,Rice,2600,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Tanga,2026-02-04,Beans,3000,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Tanga,2026-02-04,Rice,3000,"sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1770506797-Mwenendo wa Bei za Mazao tarehe 02 - 06 Februari, 2026.pdf"
Arusha,2026-02-11,Beans,2100,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Arusha,2026-02-11,Rice,2900,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Dar es Salaam,2026-02-11,Beans,3200,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Dar es Salaam,2026-02-11,Rice,2900,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Dodoma,2026-02-11,Beans,2100,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Dodoma,2026-02-11,Rice,3200,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Geita,2026-02-11,Beans,2200,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Geita,2026-02-11,Rice,2700,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Iringa,2026-02-11,Beans,2400,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Iringa,2026-02-11,Rice,2800,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Kagera,2026-02-11,Beans,2000,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Kagera,2026-02-11,Rice,2400,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Katavi,2026-02-11,Beans,2200,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Katavi,2026-02-11,Rice,2500,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Kigoma,2026-02-11,Beans,1700,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Kigoma,2026-02-11,Rice,2800,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Lindi,2026-02-11,Beans,3300,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Lindi,2026-02-11,Rice,3000,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Mara,2026-02-11,Beans,2200,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Mara,2026-02-11,Rice,2900,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Morogoro,2026-02-11,Beans,2400,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Morogoro,2026-02-11,Rice,2800,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Mtwara,2026-02-11,Beans,2300,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
Mtwara,2026-02-11,Rice,2900,"sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf","https://www.kilimo.go.tz/uploads/documents/sw-1771245349-Mwenendo wa Bei za Mazao tarehe 09 -13 Februari, 2026.pdf"
